datetime,open,high,low,close,volume
2025-08-27 09:00:00,100.0417371322409,100.15364869390714,99.92982557057465,99.98578135140777,277
2025-08-27 09:01:00,100.03267220628551,100.13870721391726,99.92663719865376,99.97965470246963,392
2025-08-27 09:02:00,100.08650487190852,100.11684813080137,100.05616161301566,100.07133324246209,145
2025-08-27 09:03:00,100.2104543901207,100.23333871942339,100.18757006081802,100.22189655477204,269
2025-08-27 09:04:00,100.19368690634609,100.33106214848235,100.05631166420983,100.12499928527795,370
2025-08-27 09:05:00,100.176923544118,100.20191005292558,100.15193703531041,100.1644302897142,516
2025-08-27 09:06:00,100.30548762777207,100.33180002059794,100.2791752349462,100.29233143135913,947
2025-08-27 09:07:00,100.36907606930876,100.43849295821919,100.29965918039834,100.40378451376397,238
2025-08-27 09:08:00,100.33338688254653,100.35263797313218,100.3141357919609,100.32376133725371,346
2025-08-27 09:09:00,100.37894305969229,100.39809250892934,100.35979361045524,100.3885177843108,247
2025-08-27 09:10:00,100.34373673599373,100.3507995929981,100.33667387898936,100.34726816449592,329
2025-08-27 09:11:00,100.30835715970254,100.4148854836929,100.20182883571218,100.25509299770737,891
2025-08-27 09:12:00,100.32977999721007,100.36819035804166,100.29136963637848,100.34898517762586,736
2025-08-27 09:13:00,100.17821940399439,100.18898922926721,100.16744957872157,100.18360431663079,803
2025-08-27 09:14:00,100.04198361071899,100.06739704270272,100.01657017873525,100.05469032671085,473
2025-08-27 09:15:00,99.99898256256333,100.19529444788515,99.80267067724151,100.09713850522424,179
2025-08-27 09:16:00,99.91995687698166,100.02416252395659,99.81575123000673,99.8678540534942,705
2025-08-27 09:17:00,99.9470749400565,100.03330977254456,99.86084010756844,99.99019235630053,837
2025-08-27 09:18:00,99.87647040129652,99.89084277726653,99.8620980253265,99.8692842133115,164
2025-08-27 09:19:00,99.76562320364529,99.77998964886544,99.75125675842514,99.77280642625537,187
2025-08-27 09:20:00,99.88459560637266,99.88687121863772,99.88231999410759,99.88345780024012,187
2025-08-27 09:21:00,99.86855203870749,99.8897638553774,99.84734022203759,99.85794613037254,812
2025-08-27 09:22:00,99.87594456496744,99.90443621137938,99.8474529185555,99.86169874176147,825
2025-08-27 09:23:00,99.76410362716649,99.78057906394514,99.74762819038784,99.77234134555582,303
2025-08-27 09:24:00,99.72265102560513,99.79850971043872,99.64679234077154,99.68472168318834,481
2025-08-27 09:25:00,99.73349467438925,99.77102363276533,99.69596571601316,99.7522591535773,700
2025-08-27 09:26:00,99.64365525482344,99.6644649750677,99.62284553457918,99.6332503947013,575
2025-08-27 09:27:00,99.67559686698452,99.73210033393654,99.6190934000325,99.64734513350851,672
2025-08-27 09:28:00,99.62969516298661,99.6521958058864,99.60719452008682,99.61844484153671,882
2025-08-27 09:29:00,99.60843866939159,99.67129613023472,99.54558120854846,99.63986739981316,705
2025-08-27 09:30:00,99.56248279322001,99.58924954757083,99.5357160388692,99.54909941604461,918
2025-08-27 09:31:00,99.71200797477461,99.7299306556851,99.69408529386412,99.72096931522985,638
2025-08-27 09:32:00,99.71292554662953,99.74947336041531,99.67637773284376,99.69465163973665,313
2025-08-27 09:33:00,99.63054584425339,99.66844193674957,99.59264975175721,99.64949389050147,173
2025-08-27 09:34:00,99.69809893402967,99.73237432096919,99.66382354709016,99.71523662749942,160
2025-08-27 09:35:00,99.60272026321012,99.69515070487493,99.5102898215453,99.64893548404252,797
2025-08-27 09:36:00,99.62135502339652,99.63013322067148,99.61257682612155,99.61696592475904,642
2025-08-27 09:37:00,99.46716745598516,99.50060019622306,99.43373471574726,99.4838838261041,318
2025-08-27 09:38:00,99.3634680760235,99.36837145300044,99.35856469904655,99.36591976451197,111
2025-08-27 09:39:00,99.38110399748558,99.44589758657874,99.31631040839243,99.41350079203215,913
